#th(º)				ph(º)			Eth(V/m)		Eth(º)		Eph(V/m)		Eph(º)
1.420000000000000000e+02 5.700000000000000000e+01 5.996232997216098883e-06 -4.150728000000000151e+01 2.694275488005059540e-06 -1.064156399999999962e+02
1.420000000000000000e+02 6.000000000000000000e+01 6.128652539933466911e-06 -3.847479899999999731e+01 2.635451328032501135e-06 -1.031262899999999973e+02
1.420000000000000000e+02 6.300000000000000000e+01 6.227367560193641830e-06 -3.545097700000000174e+01 2.562226390273982570e-06 -9.928859300000000587e+01
1.420000000000000000e+02 6.600000000000000000e+01 6.291692662635899081e-06 -3.238311999999999813e+01 2.478146631908704887e-06 -9.492664000000000613e+01
1.420000000000000000e+02 6.900000000000000000e+01 6.323645272286678947e-06 -2.922182799999999858e+01 2.387022430348650219e-06 -9.008750000000000568e+01
1.420000000000000000e+02 7.200000000000000000e+01 6.327854724071554476e-06 -2.592574700000000121e+01 2.292099677223947501e-06 -8.484206399999999348e+01
1.420000000000000000e+02 7.500000000000000000e+01 6.311280754497512737e-06 -2.246634699999999896e+01 2.195399191840789370e-06 -7.927773899999999685e+01
1.420000000000000000e+02 7.800000000000000000e+01 6.282594069214829765e-06 -1.883355600000000152e+01 2.097369750195430181e-06 -7.348202600000000473e+01
1.420000000000000000e+02 8.100000000000000000e+01 6.251374256940501108e-06 -1.504017400000000038e+01 1.997103165276851715e-06 -6.751959899999999948e+01
1.420000000000000000e+02 8.400000000000000000e+01 6.227087955118487724e-06 -1.112501999999999924e+01 1.892927584546385823e-06 -6.140727700000000056e+01
1.420000000000000000e+02 8.700000000000000000e+01 6.218018359221450635e-06 -7.151881900000000236e+00 1.783366071740041888e-06 -5.509281599999999912e+01
1.420000000000000000e+02 9.000000000000000000e+01 6.230343622668511793e-06 -3.203143999999999991e+00 1.668176504255441496e-06 -4.844015900000000130e+01
1.430000000000000000e+02 -9.000000000000000000e+01 5.283375768173999493e-06 1.655648700000000133e+02 1.424808508728149596e-06 1.417446500000000071e+02
1.430000000000000000e+02 -8.700000000000000000e+01 5.327261308893572801e-06 1.682396300000000053e+02 1.430432931774441823e-06 1.532962100000000021e+02
1.430000000000000000e+02 -8.400000000000000000e+01 5.375835860410918035e-06 1.705466000000000122e+02 1.481922527406349054e-06 1.638058399999999892e+02
1.430000000000000000e+02 -8.100000000000000000e+01 5.425871447222708978e-06 1.724580699999999922e+02 1.564436716280782949e-06 1.724337400000000002e+02
1.430000000000000000e+02 -7.800000000000000000e+01 5.474065630314003449e-06 1.739742200000000025e+02 1.656900770877303795e-06 1.788808300000000031e+02
1.430000000000000000e+02 -7.500000000000000000e+01 5.517527418520578236e-06 1.751228399999999965e+02 1.738589290116272290e-06 -1.767607399999999984e+02
1.430000000000000000e+02 -7.200000000000000000e+01 5.553988804725860795e-06 1.759562400000000082e+02 1.793097892046293539e-06 -1.742501300000000128e+02
1.430000000000000000e+02 -6.900000000000000000e+01 5.581847923059281249e-06 1.765463599999999929e+02 1.809905917636606032e-06 -1.733467100000000016e+02
1.430000000000000000e+02 -6.600000000000000000e+01 5.599967415672678650e-06 1.769789000000000101e+02 1.784625112895607604e-06 -1.738640300000000138e+02
1.430000000000000000e+02 -6.300000000000000000e+01 5.607399518401050655e-06 1.773466600000000142e+02 1.718525576317105382e-06 -1.756702099999999973e+02
1.430000000000000000e+02 -6.000000000000000000e+01 5.603166140457581154e-06 1.777427500000000009e+02 1.617564101189684651e-06 -1.786636799999999994e+02
1.430000000000000000e+02 -5.700000000000000000e+01 5.586168094453429092e-06 1.782542300000000068e+02 1.490747192092223951e-06 1.772735199999999907e+02
1.430000000000000000e+02 -5.400000000000000000e+01 5.555133496270246639e-06 1.789567900000000122e+02 1.347981711416772705e-06 1.723415500000000122e+02
1.430000000000000000e+02 -5.100000000000000000e+01 5.508799932003589574e-06 1.799111200000000110e+02 1.197526134168442992e-06 1.669085499999999911e+02
1.430000000000000000e+02 -4.800000000000000000e+01 5.446010821876341353e-06 -1.788388899999999921e+02 1.043796893513866641e-06 1.616079400000000135e+02
1.430000000000000000e+02 -4.500000000000000000e+01 5.365923786608231746e-06 -1.772658900000000131e+02 8.867557229384644633e-07 1.574653800000000103e+02
1.430000000000000000e+02 -4.200000000000000000e+01 5.268099876002570306e-06 -1.753571699999999964e+02 7.244076033474678967e-07 1.562044799999999896e+02
1.430000000000000000e+02 -3.900000000000000000e+01 5.152642365449405887e-06 -1.731111600000000124e+02 5.614511813881056103e-07 1.612218100000000049e+02
1.430000000000000000e+02 -3.600000000000000000e+01 5.020269133203248705e-06 -1.705339400000000012e+02 4.331965607496867890e-07 1.794229699999999923e+02
1.430000000000000000e+02 -3.300000000000000000e+01 4.872451220888226717e-06 -1.676351099999999974e+02 4.395815944937588328e-07 -1.480641099999999994e+02
1.430000000000000000e+02 -3.000000000000000000e+01 4.711503303905907170e-06 -1.644247499999999889e+02 6.295786616069585745e-07 -1.241762999999999977e+02
1.430000000000000000e+02 -2.700000000000000000e+01 4.540780408615982560e-06 -1.609114500000000021e+02 9.266420412058214723e-07 -1.138321399999999954e+02
1.430000000000000000e+02 -2.400000000000000000e+01 4.364640718944977276e-06 -1.571037000000000035e+02 1.272506472448010619e-06 -1.098346700000000027e+02
1.430000000000000000e+02 -2.100000000000000000e+01 4.188485342708618642e-06 -1.530121800000000007e+02 1.636405761860428087e-06 -1.085132399999999961e+02
1.430000000000000000e+02 -1.800000000000000000e+01 4.018412350982359639e-06 -1.486565699999999879e+02 1.996390524958806985e-06 -1.083945400000000063e+02
1.430000000000000000e+02 -1.500000000000000000e+01 3.860810627219797491e-06 -1.440720000000000027e+02 2.334008858315808360e-06 -1.088430900000000037e+02
1.430000000000000000e+02 -1.200000000000000000e+01 3.721739741795363447e-06 -1.393158500000000117e+02 2.633719383181067255e-06 -1.095635000000000048e+02
1.430000000000000000e+02 -9.000000000000000000e+00 3.606209889213937723e-06 -1.344698699999999860e+02 2.883344269677261668e-06 -1.104107400000000041e+02
1.430000000000000000e+02 -6.000000000000000000e+00 3.517572035429941101e-06 -1.296353100000000040e+02 3.074680545939635267e-06 -1.113130000000000024e+02
1.430000000000000000e+02 -3.000000000000000000e+00 3.457199965546666058e-06 -1.249193800000000039e+02 3.203811825035447213e-06 -1.122367399999999975e+02
1.430000000000000000e+02 -1.272221899999999966e-14 3.424538081435882267e-06 -1.204163099999999957e+02 3.271180434777935050e-06 -1.131711899999999957e+02
1.430000000000000000e+02 3.000000000000000000e+00 3.417495882583778906e-06 -1.161896899999999988e+02 3.281228688294762714e-06 -1.141191599999999937e+02
1.430000000000000000e+02 6.000000000000000000e+00 3.433084555049981072e-06 -1.122608699999999970e+02 3.241794641054780976e-06 -1.150925199999999933e+02
1.430000000000000000e+02 9.000000000000000000e+00 3.468043210643517104e-06 -1.086082899999999967e+02 3.163249878277195278e-06 -1.161084599999999938e+02
1.430000000000000000e+02 1.200000000000000000e+01 3.519419208297170853e-06 -1.051746299999999934e+02 3.057510801668642363e-06 -1.171853799999999950e+02
1.430000000000000000e+02 1.500000000000000000e+01 3.584928514394143982e-06 -1.018803199999999975e+02 2.936976692318872484e-06 -1.183375900000000058e+02
1.430000000000000000e+02 1.800000000000000000e+01 3.663148290475743857e-06 -9.863930799999999977e+01 2.813513478248325724e-06 -1.195680700000000058e+02
1.430000000000000000e+02 2.100000000000000000e+01 3.753578475269581681e-06 -9.537270499999999629e+01 2.697518923459071676e-06 -1.208598000000000070e+02
1.430000000000000000e+02 2.400000000000000000e+01 3.856505898947923310e-06 -9.202155700000000138e+01 2.597152790945730439e-06 -1.221692199999999957e+02
1.430000000000000000e+02 2.700000000000000000e+01 3.972825593449680773e-06 -8.855272600000000693e+01 2.517801569899374852e-06 -1.234243599999999930e+02
1.430000000000000000e+02 3.000000000000000000e+01 4.103557280438772404e-06 -8.496291999999999689e+01 2.461835330051702389e-06 -1.245307600000000008e+02
1.430000000000000000e+02 3.300000000000000000e+01 4.249369535155772377e-06 -8.127531500000000619e+01 2.428628012565802654e-06 -1.253848399999999970e+02
1.430000000000000000e+02 3.600000000000000000e+01 4.410014323131410908e-06 -7.753288200000000074e+01 2.415018711485944461e-06 -1.258909799999999990e+02
1.430000000000000000e+02 3.900000000000000000e+01 4.583845804296275800e-06 -7.378829700000000003e+01 2.415919726868994191e-06 -1.259739399999999989e+02
1.430000000000000000e+02 4.200000000000000000e+01 4.767613051497054931e-06 -7.009271599999999580e+01 2.425135449608287001e-06 -1.255836000000000041e+02
1.430000000000000000e+02 4.500000000000000000e+01 4.956435968943020967e-06 -6.648715400000000386e+01 2.436177904845219835e-06 -1.246919000000000040e+02
1.430000000000000000e+02 4.800000000000000000e+01 5.144148533138773843e-06 -6.299643199999999865e+01 2.443031124664400342e-06 -1.232857099999999946e+02
1.430000000000000000e+02 5.100000000000000000e+01 5.323864579377107871e-06 -5.962700199999999739e+01 2.440756755386194436e-06 -1.213592199999999934e+02
1.430000000000000000e+02 5.400000000000000000e+01 5.488592653825848425e-06 -5.636775300000000044e+01 2.425950862449576281e-06 -1.189092500000000001e+02
1.430000000000000000e+02 5.700000000000000000e+01 5.631972168660577572e-06 -5.319317099999999954e+01 2.396972215836861978e-06 -1.159339899999999943e+02
1.430000000000000000e+02 6.000000000000000000e+01 5.748896633496386814e-06 -5.006663199999999847e+01 2.353910791884422143e-06 -1.124353600000000029e+02
1.430000000000000000e+02 6.300000000000000000e+01 5.836110417183411330e-06 -4.694463499999999812e+01 2.298325311611162751e-06 -1.084242399999999975e+02
1.430000000000000000e+02 6.600000000000000000e+01 5.892566602939055347e-06 -4.378085300000000046e+01 2.232710938090162740e-06 -1.039264799999999980e+02
1.430000000000000000e+02 6.900000000000000000e+01 5.919663224734750946e-06 -4.053022099999999739e+01 2.159916688353796593e-06 -9.898744800000000055e+01
1.430000000000000000e+02 7.200000000000000000e+01 5.921258211382485019e-06 -3.715373300000000256e+01 2.082353705239086327e-06 -9.367256899999999575e+01
1.430000000000000000e+02 7.500000000000000000e+01 5.903458301635663215e-06 -3.362332200000000171e+01 2.001494956138657324e-06 -8.805999099999999657e+01
1.430000000000000000e+02 7.800000000000000000e+01 5.874102223221762041e-06 -2.992777699999999896e+01 1.917546922651284076e-06 -8.222537400000000218e+01
1.430000000000000000e+02 8.100000000000000000e+01 5.842093454597896536e-06 -2.607761999999999958e+01 1.829687832455161140e-06 -7.622084800000000371e+01
1.430000000000000000e+02 8.400000000000000000e+01 5.816476797644722228e-06 -2.210859500000000111e+01 1.736402890040983595e-06 -7.005121800000000576e+01
1.430000000000000000e+02 8.700000000000000000e+01 5.805351227951823348e-06 -1.808212100000000078e+01 1.636513152344199018e-06 -6.365437000000000012e+01
1.430000000000000000e+02 9.000000000000000000e+01 5.815043930358284056e-06 -1.407927800000000040e+01 1.529875183908643617e-06 -5.688367300000000171e+01
1.440000000000000000e+02 -9.000000000000000000e+01 4.946499847224577197e-06 1.551139699999999948e+02 1.145166144157051415e-06 1.306867399999999861e+02
1.440000000000000000e+02 -8.700000000000000000e+01 4.980775877467546386e-06 1.578040100000000052e+02 1.153449273941555847e-06 1.439071600000000046e+02
1.440000000000000000e+02 -8.400000000000000000e+01 5.019737419907030710e-06 1.601180400000000077e+02 1.208627579140379773e-06 1.556665800000000104e+02
1.440000000000000000e+02 -8.100000000000000000e+01 5.060937802677869266e-06 1.620298999999999978e+02 1.293328953061567081e-06 1.649918499999999995e+02
1.440000000000000000e+02 -7.800000000000000000e+01 5.101853691915642678e-06 1.635414499999999975e+02 1.385372300535245415e-06 1.716843900000000076e+02
1.440000000000000000e+02 -7.500000000000000000e+01 5.140264892448172607e-06 1.646824300000000108e+02 1.464751663828493124e-06 1.759833000000000141e+02
1.440000000000000000e+02 -7.200000000000000000e+01 5.174400021132651218e-06 1.655076999999999998e+02 1.516811106405847449e-06 1.782236000000000047e+02
1.440000000000000000e+02 -6.900000000000000000e+01 5.202912233939905446e-06 1.660922500000000070e+02 1.533073582273054702e-06 1.786771200000000022e+02
1.440000000000000000e+02 -6.600000000000000000e+01 5.224683656854387877e-06 1.665251100000000122e+02 1.511160176040614585e-06 1.775150700000000086e+02
1.440000000000000000e+02 -6.300000000000000000e+01 5.238591090733576050e-06 1.669019099999999867e+02 1.454227992023472859e-06 1.748248100000000136e+02
1.440000000000000000e+02 -6.000000000000000000e+01 5.243357867339712100e-06 1.673178299999999865e+02 1.369931967197684600e-06 1.706532300000000077e+02
1.440000000000000000e+02 -5.700000000000000000e+01 5.237499566156910050e-06 1.678605200000000082e+02 1.268720624862785942e-06 1.650767099999999914e+02
1.440000000000000000e+02 -5.400000000000000000e+01 5.219387005706213437e-06 1.686048099999999863e+02 1.161222654577974424e-06 1.583021200000000022e+02
1.440000000000000000e+02 -5.100000000000000000e+01 5.187409105275157783e-06 1.696089399999999898e+02 1.054978235237939804e-06 1.507722500000000139e+02
1.440000000000000000e+02 -4.800000000000000000e+01 5.140146534837660270e-06 1.709131299999999953e+02 9.515607062978552172e-07 1.432148699999999906e+02
1.440000000000000000e+02 -4.500000000000000000e+01 5.076524657924245497e-06 1.725401200000000017e+02 8.457850415497592859e-07 1.366026999999999987e+02
1.440000000000000000e+02 -4.200000000000000000e+01 4.995885772841646187e-06 1.744972199999999987e+02 7.283011571887856891e-07 1.321546099999999910e+02
1.440000000000000000e+02 -3.900000000000000000e+01 4.898081419387851512e-06 1.767802800000000047e+02 5.915507373078346427e-07 1.317695799999999906e+02
1.440000000000000000e+02 -3.600000000000000000e+01 4.783491427502840635e-06 1.793775599999999883e+02 4.412416500599915343e-07 1.398791500000000099e+02
1.440000000000000000e+02 -3.300000000000000000e+01 4.653106577667277314e-06 -1.777256899999999860e+02 3.312508489630921416e-07 1.672234100000000012e+02
1.440000000000000000e+02 -3.000000000000000000e+01 4.508680906391117154e-06 -1.745432600000000036e+02 3.971938358943734731e-07 -1.524085100000000068e+02
1.440000000000000000e+02 -2.700000000000000000e+01 4.352847979916756191e-06 -1.710859299999999905e+02 6.360957589373822486e-07 -1.315833499999999958e+02
1.440000000000000000e+02 -2.400000000000000000e+01 4.189237669091286234e-06 -1.673608499999999992e+02 9.489427235577417649e-07 -1.238364100000000008e+02
1.440000000000000000e+02 -2.100000000000000000e+01 4.022504142302936269e-06 -1.633739600000000110e+02 1.289466310677090901e-06 -1.209452299999999951e+02
1.440000000000000000e+02 -1.800000000000000000e+01 3.858211223013752764e-06 -1.591345300000000123e+02 1.632553791948077233e-06 -1.200246199999999988e+02
1.440000000000000000e+02 -1.500000000000000000e+01 3.702499427156035175e-06 -1.546625600000000134e+02 1.959081484162809659e-06 -1.200036000000000058e+02
1.440000000000000000e+02 -1.200000000000000000e+01 3.561545524756290819e-06 -1.499967300000000137e+02 2.253219494359980182e-06 -1.204283300000000025e+02
1.440000000000000000e+02 -9.000000000000000000e+00 3.440966939668257109e-06 -1.451997399999999914e+02 2.502424595863504273e-06 -1.210880300000000034e+02
1.440000000000000000e+02 -6.000000000000000000e+00 3.345118444915845003e-06 -1.403586899999999957e+02 2.697907155572776648e-06 -1.218800700000000035e+02
1.440000000000000000e+02 -3.000000000000000000e+00 3.276645819591436073e-06 -1.355765100000000132e+02 2.834934309726091891e-06 -1.227551799999999957e+02
1.440000000000000000e+02 -1.272221899999999966e-14 3.236264430753914988e-06 -1.309563699999999926e+02 2.912939736858829395e-06 -1.236935699999999940e+02
1.440000000000000000e+02 3.000000000000000000e+00 3.222953205671337003e-06 -1.265819500000000062e+02 2.935235828984268614e-06 -1.246924300000000017e+02
1.440000000000000000e+02 6.000000000000000000e+00 3.234409470784947708e-06 -1.225014999999999930e+02 2.908522983530735832e-06 -1.257590399999999988e+02
1.440000000000000000e+02 9.000000000000000000e+00 3.267645991173520976e-06 -1.187212799999999930e+02 2.842094407218559070e-06 -1.269060999999999950e+02
1.440000000000000000e+02 1.200000000000000000e+01 3.319563647592321566e-06 -1.152074400000000054e+02 2.746970528385332172e-06 -1.281465699999999970e+02
1.440000000000000000e+02 1.500000000000000000e+01 3.387368932134806055e-06 -1.118971800000000059e+02 2.634832428917795836e-06 -1.294866600000000005e+02
1.440000000000000000e+02 1.800000000000000000e+01 3.468857823690347884e-06 -1.087126999999999981e+02 2.517123359332920938e-06 -1.309185600000000136e+02
1.440000000000000000e+02 2.100000000000000000e+01 3.562501041640099888e-06 -1.055753399999999971e+02 2.404005738401177293e-06 -1.324103499999999940e+02
1.440000000000000000e+02 2.400000000000000000e+01 3.667448297370564206e-06 -1.024179000000000030e+02 2.303708368824290889e-06 -1.339004400000000032e+02
1.440000000000000000e+02 2.700000000000000000e+01 3.783375960343037435e-06 -9.919297699999999907e+01 2.221828329728143625e-06 -1.352958500000000015e+02
1.440000000000000000e+02 3.000000000000000000e+01 3.910263283178637945e-06 -9.587691599999999426e+01 2.161177811244130811e-06 -1.364818899999999928e+02
1.440000000000000000e+02 3.300000000000000000e+01 4.047990643431205921e-06 -9.247008900000000153e+01 2.121778283144665449e-06 -1.373392100000000084e+02
1.440000000000000000e+02 3.600000000000000000e+01 4.195985705409617786e-06 -8.899244199999999694e+01 2.101236808651449230e-06 -1.377640800000000070e+02
1.440000000000000000e+02 3.900000000000000000e+01 4.352792854850032058e-06 -8.547735600000000034e+01 2.095424415868047444e-06 -1.376828600000000051e+02
1.440000000000000000e+02 4.200000000000000000e+01 4.515844719623170757e-06 -8.196230400000000316e+01 2.099133212033972091e-06 -1.370556599999999889e+02
1.440000000000000000e+02 4.500000000000000000e+01 4.681354179497434173e-06 -7.848198600000000624e+01 2.106830029963996629e-06 -1.358705799999999897e+02
1.440000000000000000e+02 4.800000000000000000e+01 4.844466978987440746e-06 -7.506151199999999335e+01 2.113301688339321332e-06 -1.341328200000000095e+02
1.440000000000000000e+02 5.100000000000000000e+01 4.999614281955271884e-06 -7.171276199999999790e+01 2.114121778019052125e-06 -1.318548399999999958e+02
1.440000000000000000e+02 5.400000000000000000e+01 5.140992851674627012e-06 -6.843350999999999829e+01 2.106107331786954657e-06 -1.290492700000000070e+02
1.440000000000000000e+02 5.700000000000000000e+01 5.263177296510070193e-06 -6.520809199999999350e+01 2.087439993940931033e-06 -1.257278500000000037e+02
1.440000000000000000e+02 6.000000000000000000e+01 5.361669005949894892e-06 -6.200973400000000169e+01 2.057723417473019977e-06 -1.219033900000000017e+02
1.440000000000000000e+02 6.300000000000000000e+01 5.433460322497246040e-06 -5.880337800000000215e+01 2.017778545566567179e-06 -1.175947400000000016e+02
1.440000000000000000e+02 6.600000000000000000e+01 5.477469903937346410e-06 -5.554965299999999928e+01 1.969232523991209872e-06 -1.128331500000000034e+02
1.440000000000000000e+02 6.900000000000000000e+01 5.494750788362127011e-06 -5.220830300000000079e+01 1.913984868378402619e-06 -1.076663900000000069e+02
1.440000000000000000e+02 7.200000000000000000e+01 5.488668482059395094e-06 -4.874281299999999817e+01 1.853616983665997666e-06 -1.021585800000000006e+02
1.440000000000000000e+02 7.500000000000000000e+01 5.464689617462219407e-06 -4.512592500000000229e+01 1.788992418121366868e-06 -9.638218600000000436e+01
1.440000000000000000e+02 7.800000000000000000e+01 5.430058394637697606e-06 -4.134526199999999818e+01 1.719962586436302503e-06 -9.040386499999999614e+01
1.440000000000000000e+02 8.100000000000000000e+01 5.393137587859488731e-06 -3.740895900000000296e+01 1.645526952093653574e-06 -8.426385999999999399e+01
1.440000000000000000e+02 8.400000000000000000e+01 5.362601187259215250e-06 -3.335047300000000092e+01 1.564307040703634841e-06 -7.795408199999999965e+01
1.440000000000000000e+02 8.700000000000000000e+01 5.346456036452474570e-06 -2.922948399999999936e+01 1.475198628690708968e-06 -7.139785299999999779e+01
1.440000000000000000e+02 9.000000000000000000e+01 5.351117656108104263e-06 -2.512785099999999971e+01 1.378221434801164448e-06 -6.443280199999999525e+01
1.450000000000000000e+02 -9.000000000000000000e+01 4.572271386775899548e-06 1.445643399999999872e+02 8.876055313704301991e-07 1.185184799999999967e+02
1.450000000000000000e+02 -8.700000000000000000e+01 4.596142656583052238e-06 1.472717800000000068e+02 8.942789330641043852e-07 1.342051899999999875e+02
1.450000000000000000e+02 -8.400000000000000000e+01 4.625364895907290907e-06 1.495913199999999961e+02 9.515497511134318637e-07 1.477975299999999947e+02
1.450000000000000000e+02 -8.100000000000000000e+01 4.658139602305976893e-06 1.514983900000000006e+02 1.038063689279461958e-06 1.580714299999999923e+02
1.450000000000000000e+02 -7.800000000000000000e+01 4.692577997910926644e-06 1.529971999999999923e+02 1.129550104275883084e-06 1.650354100000000130e+02
1.450000000000000000e+02 -7.500000000000000000e+01 4.726977117918286752e-06 1.541209599999999966e+02 1.206425477144860833e-06 1.691870999999999867e+02
1.450000000000000000e+02 -7.200000000000000000e+01 4.759923796672498713e-06 1.549287699999999859e+02 1.255805844712539500e-06 1.710066899999999919e+02
1.450000000000000000e+02 -6.900000000000000000e+01 4.790181840309943418e-06 1.555006700000000137e+02 1.271418422656585562e-06 1.708060999999999865e+02
1.450000000000000000e+02 -6.600000000000000000e+01 4.816543645116206352e-06 1.559304500000000075e+02 1.253142617674339473e-06 1.687315000000000111e+02
1.450000000000000000e+02 -6.300000000000000000e+01 4.837622772619406481e-06 1.563179299999999898e+02 1.206421310306078121e-06 1.648127399999999909e+02
1.450000000000000000e+02 -6.000000000000000000e+01 4.851762126391778902e-06 1.567608199999999954e+02 1.141186170484811371e-06 1.590474199999999882e+02
1.450000000000000000e+02 -5.700000000000000000e+01 4.857071537082678918e-06 1.573474999999999966e+02 1.069802232843464987e-06 1.515351200000000063e+02
1.450000000000000000e+02 -5.400000000000000000e+01 4.851544285177032928e-06 1.581517000000000053e+02 1.003556897011425880e-06 1.426502099999999871e+02
1.450000000000000000e+02 -5.100000000000000000e+01 4.833274933241914702e-06 1.592285799999999938e+02 9.482142986500131553e-07 1.331452400000000011e+02
1.450000000000000000e+02 -4.800000000000000000e+01 4.800627404709744286e-06 1.606140399999999886e+02 9.007598086785102554e-07 1.240286700000000053e+02
1.450000000000000000e+02 -4.500000000000000000e+01 4.752394668567424989e-06 1.623255800000000022e+02 8.500833303626821525e-07 1.162679100000000005e+02
1.450000000000000000e+02 -4.200000000000000000e+01 4.687804590788469258e-06 1.643644799999999861e+02 7.815693144296226577e-07 1.106377899999999954e+02
1.450000000000000000e+02 -3.900000000000000000e+01 4.606552233782760001e-06 1.667199300000000051e+02 6.828377144015034219e-07 1.079650400000000019e+02
1.450000000000000000e+02 -3.600000000000000000e+01 4.508805487569590726e-06 1.693739799999999889e+02 5.493732386183559636e-07 1.099957399999999978e+02
1.450000000000000000e+02 -3.300000000000000000e+01 4.395239043601629011e-06 1.723059299999999894e+02 3.955874452960087992e-07 1.221322100000000006e+02
1.450000000000000000e+02 -3.000000000000000000e+01 4.267106674158509984e-06 1.754963600000000099e+02 3.001065677882923699e-07 1.579192600000000084e+02
1.450000000000000000e+02 -2.700000000000000000e+01 4.126425418247452715e-06 1.789311700000000087e+02 4.121307315717691332e-07 -1.601059199999999976e+02
1.450000000000000000e+02 -2.400000000000000000e+01 3.976133888634860549e-06 -1.773980799999999931e+02 6.731548822720741729e-07 -1.422648000000000081e+02
1.450000000000000000e+02 -2.100000000000000000e+01 3.820163933017444435e-06 -1.734945700000000102e+02 9.849688590877378979e-07 -1.356083299999999952e+02
1.450000000000000000e+02 -1.800000000000000000e+01 3.663430864180674337e-06 -1.693610799999999870e+02 1.308674077805669944e-06 -1.329450400000000059e+02
1.450000000000000000e+02 -1.500000000000000000e+01 3.511623931070452879e-06 -1.650056199999999933e+02 1.622050981192249646e-06 -1.319627999999999872e+02
1.450000000000000000e+02 -1.200000000000000000e+01 3.370831160848462251e-06 -1.604501199999999983e+02 1.908327900949373157e-06 -1.317976400000000012e+02
1.450000000000000000e+02 -9.000000000000000000e+00 3.246949245276497820e-06 -1.557384900000000130e+02 2.154475203361275456e-06 -1.320769600000000139e+02
1.450000000000000000e+02 -6.000000000000000000e+00 3.145067711554333135e-06 -1.509409599999999898e+02 2.351142759837349267e-06 -1.326246099999999899e+02
1.450000000000000000e+02 -3.000000000000000000e+00 3.068894790710072708e-06 -1.461510000000000105e+02 2.492903687466330412e-06 -1.333547900000000084e+02
1.450000000000000000e+02 -1.272221899999999966e-14 3.020382880317943203e-06 -1.414732999999999947e+02 2.578321083803829482e-06 -1.342279399999999896e+02
1.450000000000000000e+02 3.000000000000000000e+00 2.999683954242367758e-06 -1.370058799999999906e+02 2.609765586289583920e-06 -1.352306399999999940e+02
1.450000000000000000e+02 6.000000000000000000e+00 3.005415348512657203e-06 -1.328200500000000090e+02 2.592928253631707094e-06 -1.363642600000000016e+02
1.450000000000000000e+02 9.000000000000000000e+00 3.035148887484074621e-06 -1.289481800000000078e+02 2.536179571162905686e-06 -1.376379200000000083e+02
1.450000000000000000e+02 1.200000000000000000e+01 3.085947263308243753e-06 -1.253802100000000053e+02 2.449680809524206006e-06 -1.390611800000000073e+02
1.450000000000000000e+02 1.500000000000000000e+01 3.154808483473100321e-06 -1.220704599999999971e+02 2.344498720172832175e-06 -1.406361499999999864e+02
1.450000000000000000e+02 1.800000000000000000e+01 3.239000387743921145e-06 -1.189505400000000037e+02 2.231618741346378090e-06 -1.423467599999999891e+02
1.450000000000000000e+02 2.100000000000000000e+01 3.336207082515221757e-06 -1.159434399999999954e+02 2.121001618893794930e-06 -1.441478099999999927e+02
1.450000000000000000e+02 2.400000000000000000e+01 3.444593676619685443e-06 -1.129761500000000041e+02 2.020810082231757672e-06 -1.459558499999999981e+02
1.450000000000000000e+02 2.700000000000000000e+01 3.562755342531567390e-06 -1.099896099999999990e+02 1.936769779734953961e-06 -1.476487099999999941e+02
1.450000000000000000e+02 3.000000000000000000e+01 3.689580582342606909e-06 -1.069442599999999999e+02 1.871899378076313533e-06 -1.490771699999999953e+02
1.450000000000000000e+02 3.300000000000000000e+01 3.824049453165612591e-06 -1.038214499999999987e+02 1.826593887522943707e-06 -1.500887099999999919e+02
1.450000000000000000e+02 3.600000000000000000e+01 3.964943472153952554e-06 -1.006216799999999978e+02 1.799036604893102921e-06 -1.505546899999999937e+02
1.450000000000000000e+02 3.900000000000000000e+01 4.110588472556358113e-06 -9.736002700000000232e+01 1.785806913739205335e-06 -1.503906800000000032e+02
1.450000000000000000e+02 4.200000000000000000e+01 4.258630890711198731e-06 -9.406018699999999910e+01 1.782610662983178689e-06 -1.495603999999999871e+02
1.450000000000000000e+02 4.500000000000000000e+01 4.405888477218052594e-06 -9.074765299999999968e+01 1.784869630090416534e-06 -1.480675200000000018e+02
1.450000000000000000e+02 4.800000000000000000e+01 4.548408893113535777e-06 -8.744459899999999664e+01 1.788242861267148930e-06 -1.459397899999999879e+02
1.450000000000000000e+02 5.100000000000000000e+01 4.681677567157179715e-06 -8.416474499999999637e+01 1.789006835754920295e-06 -1.432147300000000030e+02
1.450000000000000000e+02 5.400000000000000000e+01 4.800959031756575337e-06 -8.091145699999999863e+01 1.784362140197009599e-06 -1.399287899999999922e+02
1.450000000000000000e+02 5.700000000000000000e+01 4.901753865583753991e-06 -7.767678999999999689e+01 1.772570429456897160e-06 -1.361145199999999988e+02
1.450000000000000000e+02 6.000000000000000000e+01 4.980288483253902605e-06 -7.444249000000000649e+01 1.752966029341643223e-06 -1.318026199999999903e+02
1.450000000000000000e+02 6.300000000000000000e+01 5.034009143014323564e-06 -7.118148899999999912e+01 1.725835905047047779e-06 -1.270260200000000026e+02
1.450000000000000000e+02 6.600000000000000000e+01 5.062004186464879345e-06 -6.786089900000000341e+01 1.692066783364968882e-06 -1.218273400000000066e+02
1.450000000000000000e+02 6.900000000000000000e+01 5.065274665065781765e-06 -6.444497599999999693e+01 1.652732243812916406e-06 -1.162621900000000039e+02
